mirna	target_gene	mirna_gene_id	target_gene_id	mirna_chr	target_gene_chr
MIR296	PUM1	ENSG00000284040	ENSG00000134644	chr20	chr1
NA	PUM1	NA	ENSG00000134644	NA	chr1
MIR99A	PUM1	ENSG00000207638	ENSG00000134644	chr21	chr1
MIR186	PUM1	ENSG00000207721	ENSG00000134644	chr1	chr1
MIR324	PUM1	ENSG00000199053	ENSG00000134644	chr17	chr1
MIR92A	PEF1	NA	ENSG00000162517	NA	chr1
MIR92A	PEF1	NA	ENSG00000235790	NA	chr1
NA	PEF1	NA	ENSG00000162517	NA	chr1
NA	PEF1	NA	ENSG00000235790	NA	chr1
MIR320A	RP11-84A19.4	ENSG00000208037	NA	chr8	NA
NA	RP11-84A19.4	NA	NA	NA	NA
MIR92A	RP11-84A19.4	NA	NA	NA	NA
MIR331	RP11-84A19.4	ENSG00000199172	NA	chr12	NA
MIR26A	RP11-84A19.4	NA	NA	NA	NA
MIRLET7B	PTP4A2	ENSG00000284520	ENSG00000184007	chr22	chr1
MIR877	PTP4A2	ENSG00000216101	ENSG00000184007	chr6	chr1
MIRLET7C	PTP4A2	ENSG00000199030	ENSG00000184007	chr21	chr1
MIR296	PTP4A2	ENSG00000284040	ENSG00000184007	chr20	chr1
MIR296	RP11-84A19.4	ENSG00000284040	NA	chr20	NA
NA	PTP4A2	NA	ENSG00000184007	NA	chr1
MIR320B	RP11-84A19.4	NA	NA	NA	NA
MIR320B	PTP4A2	NA	ENSG00000184007	NA	chr1
MIR320A	PTP4A2	ENSG00000208037	ENSG00000184007	chr8	chr1
NA	KHDRBS1	NA	ENSG00000121774	NA	chr1
MIR28	KHDRBS1	ENSG00000207651	ENSG00000121774	chr3	chr1
MIR18A	KHDRBS1	ENSG00000283815	ENSG00000121774	chr13	chr1
MIR877	KHDRBS1	ENSG00000216101	ENSG00000121774	chr6	chr1
MIR17	KHDRBS1	ENSG00000284536	ENSG00000121774	chr13	chr1
MIR26A	KPNA6	NA	ENSG00000025800	NA	chr1
NA	KPNA6	NA	ENSG00000025800	NA	chr1
MIR221	KPNA6	ENSG00000207870	ENSG00000025800	chrX	chr1
NA	RP4-622L5.2	NA	NA	NA	NA
MIR877	RP4-622L5.2	ENSG00000216101	NA	chr6	NA
MIRLET7B	RP4-622L5.2	ENSG00000284520	NA	chr22	NA
MIRLET7A	RP4-622L5.2	NA	NA	NA	NA
MIR16	RP4-622L5.2	ENSG00000198987	NA	chr3	NA
MIR16	RP4-622L5.2	ENSG00000208006	NA	chr13	NA
MIR92A	TXLNA	NA	ENSG00000084652	NA	chr1
MIR193B	TXLNA	ENSG00000207639	ENSG00000084652	chr16	chr1
MIR423	TXLNA	ENSG00000283935	ENSG00000084652	chr17	chr1
MIR15B	TXLNA	ENSG00000207779	ENSG00000084652	chr3	chr1
NA	TXLNA	NA	ENSG00000084652	NA	chr1
MIR320B	TXLNA	NA	ENSG00000084652	NA	chr1
MIRLET7B	TXLNA	ENSG00000284520	ENSG00000084652	chr22	chr1
MIR26A	TXLNA	NA	ENSG00000084652	NA	chr1
MIR193B	EIF3I	ENSG00000207639	ENSG00000084623	chr16	chr1
NA	EIF3I	NA	ENSG00000084623	NA	chr1
MIR191	EIF3I	ENSG00000207605	ENSG00000084623	chr3	chr1
MIR222	EIF3I	ENSG00000207725	ENSG00000084623	chrX	chr1
MIR18A	EIF3I	ENSG00000283815	ENSG00000084623	chr13	chr1
MIRLET7A	BSDC1	NA	ENSG00000160058	NA	chr1
MIRLET7C	BSDC1	ENSG00000199030	ENSG00000160058	chr21	chr1
MIR15A	RBBP4	ENSG00000283785	ENSG00000162521	chr13	chr1
NA	RBBP4	NA	ENSG00000162521	NA	chr1
MIR92A	YARS	NA	NA	NA	NA
NA	YARS	NA	NA	NA	NA
MIR421	YARS	ENSG00000202566	NA	chrX	NA
MIR877	YARS	ENSG00000216101	NA	chr6	NA
NA	S100PBP	NA	ENSG00000116497	NA	chr1
MIRLET7A	S100PBP	NA	ENSG00000116497	NA	chr1
NA	RP1-117O3.2	NA	NA	NA	NA
MIR21	RP1-117O3.2	ENSG00000284190	NA	chr17	NA
MIR193A	RP1-117O3.2	ENSG00000207614	NA	chr17	NA
MIR320A	RP1-117O3.2	ENSG00000208037	NA	chr8	NA
MIR30D	ADC	ENSG00000199153	NA	chr8	NA
MIR151A	ADC	ENSG00000254324	NA	chr8	NA
NA	RP11-415J8.3	NA	NA	NA	NA
MIR1269A	RP11-415J8.3	ENSG00000221563	NA	chr4	NA
MIR744	PHC2	ENSG00000266297	ENSG00000134686	chr17	chr1
MIR744	PHC2	ENSG00000266297	ENSG00000233246	chr17	chr1
MIR744	RP11-415J8.3	ENSG00000266297	NA	chr17	NA
NA	PHC2	NA	ENSG00000134686	NA	chr1
NA	PHC2	NA	ENSG00000233246	NA	chr1
MIR222	CSMD2	ENSG00000207725	ENSG00000121904	chrX	chr1
MIR222	CSMD2	ENSG00000207725	ENSG00000231163	chrX	chr1
MIR19A	CSMD2	ENSG00000284204	ENSG00000121904	chr13	chr1
MIR19A	CSMD2	ENSG00000284204	ENSG00000231163	chr13	chr1
MIR484	RP5-997D16.2	ENSG00000283736	NA	chr16	NA
NA	RP5-997D16.2	NA	NA	NA	NA
MIR374A	ZMYM6	ENSG00000199168	ENSG00000163867	chrX	chr1
NA	ZMYM6	NA	ENSG00000163867	NA	chr1
MIR16	SFPQ	ENSG00000198987	ENSG00000116560	chr3	chr1
MIR16	SFPQ	ENSG00000208006	ENSG00000116560	chr13	chr1
NA	SFPQ	NA	ENSG00000116560	NA	chr1
MIR26B	SFPQ	ENSG00000199121	ENSG00000116560	chr2	chr1
MIR10A	SFPQ	ENSG00000284038	ENSG00000116560	chr17	chr1
MIR331	SFPQ	ENSG00000199172	ENSG00000116560	chr12	chr1
NA	ZMYM4	NA	ENSG00000146463	NA	chr1
NA	ZMYM4	NA	ENSG00000227409	NA	chr1
MIR122	ZMYM4	ENSG00000284440	ENSG00000146463	chr18	chr1
MIR122	ZMYM4	ENSG00000284440	ENSG00000227409	chr18	chr1
NA	KIAA0319L	NA	ENSG00000142687	NA	chr1
NA	RNY5P1	NA	NA	NA	NA
MIR186	KIAA0319L	ENSG00000207721	ENSG00000142687	chr1	chr1
MIR186	RNY5P1	ENSG00000207721	NA	chr1	NA
MIR1226	PSMB2	ENSG00000221585	ENSG00000126067	chr3	chr1
NA	PSMB2	NA	ENSG00000126067	NA	chr1
MIR17	PSMB2	ENSG00000284536	ENSG00000126067	chr13	chr1
MIRLET7C	PSMB2	ENSG00000199030	ENSG00000126067	chr21	chr1
MIR25	PSMB2	ENSG00000207547	ENSG00000126067	chr7	chr1
MIR744	PSMB2	ENSG00000266297	ENSG00000126067	chr17	chr1
MIR320A	AGO4	ENSG00000208037	ENSG00000134698	chr8	chr1
NA	AGO4	NA	ENSG00000134698	NA	chr1
MIR484	AGO4	ENSG00000283736	ENSG00000134698	chr16	chr1
MIR193B	AGO1	ENSG00000207639	ENSG00000092847	chr16	chr1
MIR20A	AGO1	ENSG00000283762	ENSG00000092847	chr13	chr1
MIR186	AGO1	ENSG00000207721	ENSG00000092847	chr1	chr1
MIR106B	AGO1	ENSG00000208036	ENSG00000092847	chr7	chr1
NA	AGO1	NA	ENSG00000092847	NA	chr1
MIR17	AGO1	ENSG00000284536	ENSG00000092847	chr13	chr1
MIR29A	AGO1	ENSG00000284032	ENSG00000092847	chr7	chr1
MIR877	AGO1	ENSG00000216101	ENSG00000092847	chr6	chr1
MIR99A	AGO1	ENSG00000207638	ENSG00000092847	chr21	chr1
MIR324	AGO1	ENSG00000199053	ENSG00000092847	chr17	chr1
MIR34A	AGO1	ENSG00000284357	ENSG00000092847	chr1	chr1
MIR744	AGO1	ENSG00000266297	ENSG00000092847	chr17	chr1
MIR30C	AGO1	NA	ENSG00000092847	NA	chr1
MIR378A	AGO1	ENSG00000199047	ENSG00000092847	chr5	chr1
MIRLET7E	AGO1	ENSG00000198972	ENSG00000092847	chr19	chr1
MIR92A	AGO1	NA	ENSG00000092847	NA	chr1
MIR212	AGO1	ENSG00000267195	ENSG00000092847	chr17	chr1
MIRLET7B	AGO1	ENSG00000284520	ENSG00000092847	chr22	chr1
MIRLET7C	AGO1	ENSG00000199030	ENSG00000092847	chr21	chr1
MIR138	AGO1	ENSG00000207954	ENSG00000092847	chr3	chr1
MIR138	AGO1	ENSG00000207649	ENSG00000092847	chr16	chr1
MIR421	AGO1	ENSG00000202566	ENSG00000092847	chrX	chr1
MIR31	AGO1	ENSG00000199177	ENSG00000092847	chr9	chr1
MIR328	AGO1	ENSG00000207948	ENSG00000092847	chr16	chr1
MIR146B	AGO1	ENSG00000202569	ENSG00000092847	chr10	chr1
MIR93	AGO1	ENSG00000207757	ENSG00000092847	chr7	chr1
MIR30D	AGO1	ENSG00000199153	ENSG00000092847	chr8	chr1
MIRLET7A	AGO1	NA	ENSG00000092847	NA	chr1
MIR652	AGO1	ENSG00000208013	ENSG00000092847	chrX	chr1
MIR194	AGO1	ENSG00000207624	ENSG00000092847	chr1	chr1
MIR194	AGO1	ENSG00000229719	ENSG00000092847	chr11	chr1
MIR194	AGO1	ENSG00000284155	ENSG00000092847	chr11	chr1
MIR151A	AGO1	ENSG00000254324	ENSG00000092847	chr8	chr1
MIR26A	AGO1	NA	ENSG00000092847	NA	chr1
MIR423	AGO1	ENSG00000283935	ENSG00000092847	chr17	chr1
MIRLET7G	AGO1	ENSG00000199150	ENSG00000092847	chr3	chr1
MIR192	AGO1	ENSG00000283926	ENSG00000092847	chr11	chr1
MIR106A	AGO1	ENSG00000284157	ENSG00000092847	chrX	chr1
MIR195	AGO1	ENSG00000284112	ENSG00000092847	chr17	chr1
MIR197	AGO1	ENSG00000284443	ENSG00000092847	chr1	chr1
MIR320A	AGO1	ENSG00000208037	ENSG00000092847	chr8	chr1
MIR628	AGO1	ENSG00000283891	ENSG00000092847	chr15	chr1
MIR320C	AGO1	NA	ENSG00000092847	NA	chr1
MIR149	AGO1	ENSG00000207611	ENSG00000092847	chr2	chr1
MIR18A	AGO1	ENSG00000283815	ENSG00000092847	chr13	chr1
MIR326	AGO1	ENSG00000199090	ENSG00000092847	chr11	chr1
MIR615	AGO1	ENSG00000207571	ENSG00000092847	chr12	chr1
MIR103A	AGO1	NA	ENSG00000092847	NA	chr1
MIR16	AGO3	ENSG00000198987	ENSG00000126070	chr3	chr1
MIR16	AGO3	ENSG00000208006	ENSG00000126070	chr13	chr1
NA	AGO3	NA	ENSG00000126070	NA	chr1
MIR1229	ADPRHL2	ENSG00000221394	NA	chr5	NA
NA	ADPRHL2	NA	NA	NA	NA
NA	MAP7D1	NA	ENSG00000116871	NA	chr1
MIR484	MAP7D1	ENSG00000283736	ENSG00000116871	chr16	chr1
MIR100	MAP7D1	ENSG00000207994	ENSG00000116871	chr11	chr1
MIR320B	MAP7D1	NA	ENSG00000116871	NA	chr1
MIR125B	THRAP3	NA	ENSG00000054118	NA	chr1
MIR125A	THRAP3	ENSG00000208008	ENSG00000054118	chr19	chr1
MIR326	THRAP3	ENSG00000199090	ENSG00000054118	chr11	chr1
MIR615	THRAP3	ENSG00000207571	ENSG00000054118	chr12	chr1
MIR92A	THRAP3	NA	ENSG00000054118	NA	chr1
MIR30B	THRAP3	ENSG00000207582	ENSG00000054118	chr8	chr1
NA	THRAP3	NA	ENSG00000054118	NA	chr1
MIR106B	STK40	ENSG00000208036	ENSG00000196182	chr7	chr1
NA	STK40	NA	ENSG00000196182	NA	chr1
MIR940	STK40	ENSG00000284346	ENSG00000196182	chr16	chr1
MIR31	STK40	ENSG00000199177	ENSG00000196182	chr9	chr1
NA	YRDC	NA	ENSG00000196449	NA	chr1
MIR1269A	YRDC	ENSG00000221563	ENSG00000196449	chr4	chr1
MIR455	YRDC	ENSG00000207726	ENSG00000196449	chr9	chr1
NA	MTF1	NA	ENSG00000188786	NA	chr1
MIR17	MTF1	ENSG00000284536	ENSG00000188786	chr13	chr1
MIR27A	MTF1	ENSG00000207808	ENSG00000188786	chr19	chr1
MIR106A	MTF1	ENSG00000284157	ENSG00000188786	chrX	chr1
NA	SF3A3	NA	ENSG00000183431	NA	chr1
MIR615	SF3A3	ENSG00000207571	ENSG00000183431	chr12	chr1
NA	RRAGC	NA	ENSG00000116954	NA	chr1
MIRLET7E	RRAGC	ENSG00000198972	ENSG00000116954	chr19	chr1
MIR29A	RRAGC	ENSG00000284032	ENSG00000116954	chr7	chr1
NA	AKIRIN1	NA	ENSG00000174574	NA	chr1
MIR424	AKIRIN1	ENSG00000284231	ENSG00000174574	chrX	chr1
MIRLET7E	NDUFS5	ENSG00000198972	ENSG00000168653	chr19	chr1
MIR1296	NDUFS5	ENSG00000221063	ENSG00000168653	chr10	chr1
MIR26A	MACF1	NA	ENSG00000127603	NA	chr1
MIR27A	MACF1	ENSG00000207808	ENSG00000127603	chr19	chr1
MIR92A	MACF1	NA	ENSG00000127603	NA	chr1
MIRLET7E	MACF1	ENSG00000198972	ENSG00000127603	chr19	chr1
MIR296	MACF1	ENSG00000284040	ENSG00000127603	chr20	chr1
MIR146A	PABPC4	ENSG00000283733	ENSG00000090621	chr5	chr1
MIR146A	PABPC4	ENSG00000283733	ENSG00000228060	chr5	chr1
MIR20A	PABPC4	ENSG00000283762	ENSG00000090621	chr13	chr1
MIR20A	PABPC4	ENSG00000283762	ENSG00000228060	chr13	chr1
MIR186	PABPC4	ENSG00000207721	ENSG00000090621	chr1	chr1
MIR186	PABPC4	ENSG00000207721	ENSG00000228060	chr1	chr1
NA	PABPC4	NA	ENSG00000090621	NA	chr1
NA	PABPC4	NA	ENSG00000228060	NA	chr1
MIR16	PABPC4	ENSG00000198987	ENSG00000090621	chr3	chr1
MIR16	PABPC4	ENSG00000198987	ENSG00000228060	chr3	chr1
MIR16	PABPC4	ENSG00000208006	ENSG00000090621	chr13	chr1
MIR16	PABPC4	ENSG00000208006	ENSG00000228060	chr13	chr1
NA	TRIT1	NA	ENSG00000043514	NA	chr1
MIR3615	TRIT1	ENSG00000284186	ENSG00000043514	chr17	chr1
MIR23A	CAP1	ENSG00000207980	ENSG00000131236	chr19	chr1
NA	CAP1	NA	ENSG00000131236	NA	chr1
MIR17	CAP1	ENSG00000284536	ENSG00000131236	chr13	chr1
MIR93	CAP1	ENSG00000207757	ENSG00000131236	chr7	chr1
MIR421	CAP1	ENSG00000202566	ENSG00000131236	chrX	chr1
MIR29A	PPT1	ENSG00000284032	ENSG00000131238	chr7	chr1
MIR15B	PPT1	ENSG00000207779	ENSG00000131238	chr3	chr1
MIR29C	PPT1	ENSG00000284214	ENSG00000131238	chr1	chr1
NA	PPT1	NA	ENSG00000131238	NA	chr1
MIR320A	PPT1	ENSG00000208037	ENSG00000131238	chr8	chr1
NA	SMAP2	NA	ENSG00000084070	NA	chr1
MIR652	SMAP2	ENSG00000208013	ENSG00000084070	chrX	chr1
MIRLET7E	SMAP2	ENSG00000198972	ENSG00000084070	chr19	chr1
MIR26A	MIR30E	NA	ENSG00000198974	NA	chr1
NA	MIR30E	NA	ENSG00000198974	NA	chr1
MIR221	NFYC	ENSG00000207870	ENSG00000272145	chrX	chr1
MIR221	NFYC	ENSG00000207870	ENSG00000066136	chrX	chr1
NA	NFYC	NA	ENSG00000272145	NA	chr1
NA	NFYC	NA	ENSG00000066136	NA	chr1
MIR92A	CTPS1	NA	ENSG00000171793	NA	chr1
MIR320A	CTPS1	ENSG00000208037	ENSG00000171793	chr8	chr1
NA	CTPS1	NA	ENSG00000171793	NA	chr1
MIRLET7E	SCMH1	ENSG00000198972	ENSG00000010803	chr19	chr1
NA	SCMH1	NA	ENSG00000010803	NA	chr1
NA	FOXJ3	NA	ENSG00000198815	NA	chr1
MIR19B	FOXJ3	NA	ENSG00000198815	NA	chr1
MIR93	FOXJ3	ENSG00000207757	ENSG00000198815	chr7	chr1
MIR197	FOXJ3	ENSG00000284443	ENSG00000198815	chr1	chr1
MIR27A	FOXJ3	ENSG00000207808	ENSG00000198815	chr19	chr1
MIRLET7A	FOXJ3	NA	ENSG00000198815	NA	chr1
MIR20A	FOXJ3	ENSG00000283762	ENSG00000198815	chr13	chr1
MIR574	FOXJ3	ENSG00000207944	ENSG00000198815	chr4	chr1
MIR106B	FOXJ3	ENSG00000208036	ENSG00000198815	chr7	chr1
MIR193B	FOXJ3	ENSG00000207639	ENSG00000198815	chr16	chr1
MIR484	YBX1	ENSG00000283736	ENSG00000065978	chr16	chr1
MIR1292	YBX1	ENSG00000284481	ENSG00000065978	chr20	chr1
MIR25	YBX1	ENSG00000207547	ENSG00000065978	chr7	chr1
MIR744	YBX1	ENSG00000266297	ENSG00000065978	chr17	chr1
MIR34A	YBX1	ENSG00000284357	ENSG00000065978	chr1	chr1
MIR1296	YBX1	ENSG00000221063	ENSG00000065978	chr10	chr1
MIR20A	YBX1	ENSG00000283762	ENSG00000065978	chr13	chr1
MIR605	YBX1	ENSG00000207813	ENSG00000065978	chr10	chr1
MIR320A	SLC2A1	ENSG00000208037	ENSG00000117394	chr8	chr1
MIR320A	SLC2A1	ENSG00000208037	ENSG00000227533	chr8	chr1
MIR1262	SLC2A1	ENSG00000221203	ENSG00000117394	chr1	chr1
MIR1262	SLC2A1	ENSG00000221203	ENSG00000227533	chr1	chr1
MIR21	RNU6-870P	ENSG00000284190	NA	chr17	NA
MIR21	RNU6-880P	ENSG00000284190	NA	chr17	NA
MIR194	RNU6-870P	ENSG00000207624	NA	chr1	NA
MIR194	RNU6-870P	ENSG00000229719	NA	chr11	NA
MIR194	RNU6-870P	ENSG00000284155	NA	chr11	NA
MIR194	RNU6-880P	ENSG00000207624	NA	chr1	NA
MIR194	RNU6-880P	ENSG00000229719	NA	chr11	NA
MIR194	RNU6-880P	ENSG00000284155	NA	chr11	NA
MIR505	EBNA1BP2	ENSG00000207633	ENSG00000117395	chrX	chr1
MIR615	EBNA1BP2	ENSG00000207571	ENSG00000117395	chr12	chr1
MIR193B	EBNA1BP2	ENSG00000207639	ENSG00000117395	chr16	chr1
MIR34A	CDC20	ENSG00000284357	ENSG00000117399	chr1	chr1
MIR26A	CDC20	NA	ENSG00000117399	NA	chr1
MIR18A	CDC20	ENSG00000283815	ENSG00000117399	chr13	chr1
MIR23B	CDC20	ENSG00000207563	ENSG00000117399	chr9	chr1
MIR92A	CDC20	NA	ENSG00000117399	NA	chr1
NA	CDC20	NA	ENSG00000117399	NA	chr1
MIR941	CDC20	ENSG00000283206	ENSG00000117399	chr20	chr1
MIR941	CDC20	ENSG00000216141	ENSG00000117399	chr20	chr1
MIR941	CDC20	ENSG00000283513	ENSG00000117399	chr20	chr1
MIR941	CDC20	ENSG00000216195	ENSG00000117399	chr20	chr1
MIR941	CDC20	ENSG00000275842	ENSG00000117399	chr20	chr1
MIR484	ELOVL1	ENSG00000283736	ENSG00000066322	chr16	chr1
MIR18A	ELOVL1	ENSG00000283815	ENSG00000066322	chr13	chr1
MIR455	ELOVL1	ENSG00000207726	ENSG00000066322	chr9	chr1
NA	ELOVL1	NA	ENSG00000066322	NA	chr1
MIR652	ELOVL1	ENSG00000208013	ENSG00000066322	chrX	chr1
MIR1229	PTPRF	ENSG00000221394	ENSG00000142949	chr5	chr1
MIR1914	PTPRF	ENSG00000284433	ENSG00000142949	chr20	chr1
MIR193A	PTPRF	ENSG00000207614	ENSG00000142949	chr17	chr1
NA	PTPRF	NA	ENSG00000142949	NA	chr1
MIR130A	PTPRF	ENSG00000208009	ENSG00000142949	chr11	chr1
MIR23A	KDM4A	ENSG00000207980	ENSG00000066135	chr19	chr1
MIR23A	KDM4A	ENSG00000207980	ENSG00000236200	chr19	chr1
MIR17	KDM4A	ENSG00000284536	ENSG00000066135	chr13	chr1
MIR17	KDM4A	ENSG00000284536	ENSG00000236200	chr13	chr1
MIR17	B4GALT2	ENSG00000284536	ENSG00000117411	chr13	chr1
MIR20A	B4GALT2	ENSG00000283762	ENSG00000117411	chr13	chr1
MIR17	RP11-269F19.2	ENSG00000284536	NA	chr13	NA
NA	RP11-269F19.2	NA	NA	NA	NA
MIR186	RPS8	ENSG00000207721	ENSG00000142937	chr1	chr1
MIR186	SNORD55	ENSG00000207721	ENSG00000264294	chr1	chr1
MIR103A	RPS8	NA	ENSG00000142937	NA	chr1
MIR103A	SNORD55	NA	ENSG00000264294	NA	chr1
NA	RPS8	NA	ENSG00000142937	NA	chr1
NA	SNORD55	NA	ENSG00000264294	NA	chr1
MIR32	RPS8	ENSG00000207698	ENSG00000142937	chr9	chr1
MIR32	SNORD55	ENSG00000207698	ENSG00000264294	chr9	chr1
MIR10B	RPS8	ENSG00000207744	ENSG00000142937	chr2	chr1
MIR3615	RPS8	ENSG00000284186	ENSG00000142937	chr17	chr1
MIR26A	RPS8	NA	ENSG00000142937	NA	chr1
MIR1303	RPS8	ENSG00000221552	ENSG00000142937	chr5	chr1
MIR181B	RPS8	NA	ENSG00000142937	NA	chr1
MIR1250	RPS8	ENSG00000221025	ENSG00000142937	chr17	chr1
MIR324	RPS8	ENSG00000199053	ENSG00000142937	chr17	chr1
MIR21	RPS8	ENSG00000284190	ENSG00000142937	chr17	chr1
NA	SNORD38B	NA	ENSG00000207421	NA	chr1
NA	SNORD38B	NA	ENSG00000281859	NA	chr1
MIR181A	RPS8	NA	ENSG00000142937	NA	chr1
MIR181A	SNORD38B	NA	ENSG00000207421	NA	chr1
MIR181A	SNORD38B	NA	ENSG00000281859	NA	chr1
MIR100	RPS8	ENSG00000207994	ENSG00000142937	chr11	chr1
MIR30E	RPS8	ENSG00000198974	ENSG00000142937	chr1	chr1
MIR484	HECTD3	ENSG00000283736	ENSG00000126107	chr16	chr1
MIR615	HECTD3	ENSG00000207571	ENSG00000126107	chr12	chr1
NA	PRDX1	NA	ENSG00000117450	NA	chr1
MIR100	PRDX1	ENSG00000207994	ENSG00000117450	chr11	chr1
MIR18A	PRDX1	ENSG00000283815	ENSG00000117450	chr13	chr1
MIR23B	PRDX1	ENSG00000207563	ENSG00000117450	chr9	chr1
MIR1225	PRDX1	ENSG00000221656	ENSG00000117450	chr16	chr1
MIR15A	PRDX1	ENSG00000283785	ENSG00000117450	chr13	chr1
MIR192	PRDX1	ENSG00000283926	ENSG00000117450	chr11	chr1
MIR320A	PRDX1	ENSG00000208037	ENSG00000117450	chr8	chr1
NA	AKR1A1	NA	ENSG00000117448	NA	chr1
MIR16	AKR1A1	ENSG00000198987	ENSG00000117448	chr3	chr1
MIR16	AKR1A1	ENSG00000208006	ENSG00000117448	chr13	chr1
MIR186	AKR1A1	ENSG00000207721	ENSG00000117448	chr1	chr1
MIR1296	AKR1A1	ENSG00000221063	ENSG00000117448	chr10	chr1
MIR196A	LRRC41	NA	ENSG00000132128	NA	chr1
NA	LRRC41	NA	ENSG00000132128	NA	chr1
MIR18A	LRRC41	ENSG00000283815	ENSG00000132128	chr13	chr1
MIR93	LRRC41	ENSG00000207757	ENSG00000132128	chr7	chr1
MIRLET7B	LRRC41	ENSG00000284520	ENSG00000132128	chr22	chr1
MIRLET7E	LRRC41	ENSG00000198972	ENSG00000132128	chr19	chr1
NA	NSUN4	NA	ENSG00000117481	NA	chr1
MIR3200	NSUN4	ENSG00000264661	ENSG00000117481	chr22	chr1
MIR10A	MOB3C	ENSG00000284038	ENSG00000142961	chr17	chr1
MIR16	MOB3C	ENSG00000198987	ENSG00000142961	chr3	chr1
MIR16	MOB3C	ENSG00000208006	ENSG00000142961	chr13	chr1
MIR17	EFCAB14-AS1	ENSG00000284536	NA	chr13	NA
NA	EFCAB14-AS1	NA	NA	NA	NA
MIR106B	EFCAB14	ENSG00000208036	ENSG00000228237	chr7	chr1
MIR106B	EFCAB14	ENSG00000208036	ENSG00000159658	chr7	chr1
NA	EFCAB14	NA	ENSG00000228237	NA	chr1
NA	EFCAB14	NA	ENSG00000159658	NA	chr1
MIR20A	STIL	ENSG00000283762	ENSG00000123473	chr13	chr1
MIR17	STIL	ENSG00000284536	ENSG00000123473	chr13	chr1
NA	STIL	NA	ENSG00000123473	NA	chr1
MIR26A	CMPK1	NA	ENSG00000162368	NA	chr1
NA	CMPK1	NA	ENSG00000162368	NA	chr1
MIR484	CMPK1	ENSG00000283736	ENSG00000162368	chr16	chr1
MIR374A	CMPK1	ENSG00000199168	ENSG00000162368	chrX	chr1
MIR19A	CMPK1	ENSG00000284204	ENSG00000162368	chr13	chr1
MIR196A	TRABD2B	NA	ENSG00000269113	NA	chr1
MIR21	TRABD2B	ENSG00000284190	ENSG00000269113	chr17	chr1
NA	FAF1	NA	ENSG00000185104	NA	chr1
NA	FAF1	NA	ENSG00000225767	NA	chr1
MIR92A	FAF1	NA	ENSG00000185104	NA	chr1
MIR92A	FAF1	NA	ENSG00000225767	NA	chr1
MIR16	FAF1	ENSG00000198987	ENSG00000185104	chr3	chr1
MIR16	FAF1	ENSG00000198987	ENSG00000225767	chr3	chr1
MIR16	FAF1	ENSG00000208006	ENSG00000185104	chr13	chr1
MIR16	FAF1	ENSG00000208006	ENSG00000225767	chr13	chr1
MIR17	FAF1	ENSG00000284536	ENSG00000185104	chr13	chr1
MIR17	FAF1	ENSG00000284536	ENSG00000225767	chr13	chr1
MIR15A	FAF1	ENSG00000283785	ENSG00000185104	chr13	chr1
MIR15A	FAF1	ENSG00000283785	ENSG00000225767	chr13	chr1
NA	RNF11	NA	ENSG00000123091	NA	chr1
MIR21	RNF11	ENSG00000284190	ENSG00000123091	chr17	chr1
NA	OSBPL9	NA	ENSG00000117859	NA	chr1
MIR296	OSBPL9	ENSG00000284040	ENSG00000117859	chr20	chr1
MIR615	NRD1	ENSG00000207571	NA	chr12	NA
MIR125B	NRD1	NA	NA	NA	NA
MIR181B	NRD1	NA	NA	NA	NA
MIR181D	NRD1	ENSG00000207585	NA	chr19	NA
MIR194	BTF3L4	ENSG00000207624	ENSG00000134717	chr1	chr1
MIR194	BTF3L4	ENSG00000229719	ENSG00000134717	chr11	chr1
MIR194	BTF3L4	ENSG00000284155	ENSG00000134717	chr11	chr1
NA	BTF3L4	NA	ENSG00000134717	NA	chr1
NA	ZFYVE9	NA	ENSG00000157077	NA	chr1
MIR17	ZFYVE9	ENSG00000284536	ENSG00000157077	chr13	chr1
MIR17	ZCCHC11	ENSG00000284536	NA	chr13	NA
NA	ZCCHC11	NA	NA	NA	NA
MIR196A	ZCCHC11	NA	NA	NA	NA
MIRLET7B	ZCCHC11	ENSG00000284520	NA	chr22	NA
MIR27A	ZCCHC11	ENSG00000207808	NA	chr19	NA
MIR26A	ZYG11B	NA	ENSG00000162378	NA	chr1
NA	ZYG11B	NA	ENSG00000162378	NA	chr1
MIR194	SCP2	ENSG00000207624	ENSG00000116171	chr1	chr1
MIR194	SCP2	ENSG00000229719	ENSG00000116171	chr11	chr1
MIR194	SCP2	ENSG00000284155	ENSG00000116171	chr11	chr1
NA	SCP2	NA	ENSG00000116171	NA	chr1
MIR1260B	SCP2	ENSG00000266192	ENSG00000116171	chr11	chr1
MIR93	SCP2	ENSG00000207757	ENSG00000116171	chr7	chr1
MIR92A	CPT2	NA	ENSG00000157184	NA	chr1
MIR378A	CPT2	ENSG00000199047	ENSG00000157184	chr5	chr1
MIR30E	C1orf123	ENSG00000198974	NA	chr1	NA
NA	C1orf123	NA	NA	NA	NA
MIR186	NDC1	ENSG00000207721	ENSG00000058804	chr1	chr1
NA	NDC1	NA	ENSG00000058804	NA	chr1
MIR19A	NDC1	ENSG00000284204	ENSG00000058804	chr13	chr1
MIRLET7D	LRRC42	ENSG00000199133	ENSG00000116212	chr9	chr1
NA	LRRC42	NA	ENSG00000116212	NA	chr1
MIRLET7A	LRRC42	NA	ENSG00000116212	NA	chr1
MIR30A	LRRC42	ENSG00000207827	ENSG00000116212	chr6	chr1
